author,first_year,n_papers,affiliations_seen
Teiji Kunihiro,1995,4,[]
Tekin Dereli,1995,1,[]
Teparksorn Pengpan,1999,2,['U. of Florida']
Teresia Mansson,2000,3,[]
Terry Gannon,1992,13,['Carleton University']
Terry Pilling,2001,2,[]
Teruhiko Kawano,1995,10,"['Tokyo U', 'Univ. of Tokyo', 'Tokyo U.']"
Tetsu Matsufuji,1999,1,[]
Tetsuji Kimura,2000,7,['Osaka Univ.']
Tetsuji Miwa,1992,11,[]
Tetsuji Tokihiro,1992,1,[]
Tetsuo Deguchi,1992,5,[]
Tetsutaro Higaki,2002,2,[]
Tetsuya Shiromizu,1996,22,"['Cambridge', 'DAMTP, Cambridge', 'RESCEU, U.Tokyo', 'AEI-Golm , Tokyo']"
Tetsuyuki Ochiai,1995,2,[]
Tevian Dray,1998,2,[]
Th. Cousin,2001,1,[]
Thant Zin Naing,1999,1,['Yangon Univ.']
Theodora Ioannidou,1996,13,[]
Theodore A. Jacobson,1995,1,[]
Theodore G. Erler,2002,2,[]
Theodore Hall,1995,3,['U. Connecticut']
Theodore J. Allen,1992,6,[]
Theodore M. Hall,1997,2,[]
Thibault Damour,1995,15,"['IHES, Bures']"
Thierry Grandou,2003,1,[]
Thierry Masson,1994,1,[]
Thomas Ackermann,1996,1,[]
Thomas Appelquist,1997,3,['1']
Thomas Banks,1994,1,['Rutgers University']
Thomas Boettner,2000,1,[]
Thomas Branson,1996,6,[]
Thomas C. Kraan,1998,5,[]
Thomas Chen,2003,1,[]
Thomas Curtright,1995,12,[]
Thomas D. Cohen,1997,2,['University of Maryland']
Thomas Deck,1992,1,[]
Thomas Dent,1999,5,"['University of Michigan', 'University of Sussex', 'MCTP, University of Michigan']"
Thomas Fischbacher,2002,3,[]
Thomas G. Roos,1995,1,[]
Thomas Gregoire,2001,1,[]
Thomas Guhr,1996,3,[]
Thomas Heinzl,1994,5,"['University of Regensburg', '2', 'FSU Jena']"
Thomas Hertog,2000,4,[]
Thomas Kerler,1994,2,[]
Thomas Klose,2002,2,"['Potsdam, Max Planck Inst.']"
Thomas Konstandin,2001,1,[]
Thomas Krajewski,1996,5,['CPT-Marseille']
Thomas L Curtright,2001,3,[]
Thomas Lau,2000,1,"['ITP, University of Hannover']"
Thomas M. Fiola,1994,1,[]
Thomas Mehen,1999,7,"['Ohio State', 'Caltech', 'Duke U.']"
Thomas Mohaupt,1992,28,['Halle']
Thomas Nowotny,1997,2,[]
Thomas P. Branson,1995,2,[]
Thomas Pisar,2000,1,[]
Thomas Portmann,1993,1,[]
Thomas Quella,2002,4,[]
Thomas Reisz,2000,1,['U Heidelberg']
Thomas S. Levi,2002,3,[]
Thomas Schmitt,1996,4,[]
Thomas Schucker,1993,17,['Marseille']
Thomas Schuecker,1998,1,[]
Thomas Schwarzweller,1999,4,"['University of Dortmund', 'Universitiy of Dortmund, Germany']"
Thomas Strobl,1992,13,[]
Thomas T. Burwick,1993,1,[]
Thomas Thiemann,1995,4,['Harvard University']
Thomas W. Grimm,2002,1,['Hamburg']
Thomas W. Kephart,1992,6,[]
Thomas Wilke,2001,1,[]
Thomas Wynter,1994,8,"[""Laboratoire de Physique Theorique de l'Ecole Normale Superieure""]"
Thordur Jonsson,1993,8,[]
Thorsten Battefeld,2003,1,[]
Thorsten Brotz,1998,1,[]
Thorsten Leonhardt,2001,3,[]
Thorsten Ohl,2002,1,['Wuerzburg University']
Ti-Ming Chiang,1995,3,[]
Tianjun Li,1998,15,[]
Tibor Torma,1994,2,[]
Tibra Ali,2001,2,[]
Tien D Kieu,1994,2,[]
Tigran Tchrakian,2002,1,[]
Tilo Wettig,1996,3,[]
Tim De Wit,2001,2,[]
Tim Morris,1992,1,[]
Tim Prestidge,1999,1,[]
Tim R. Morris,1992,31,[]
Timon Boehm,2001,3,[]
Timothy Hollowood,1992,4,[]
Timothy J. Hollowood,1992,40,['University of Wales Swansea']
Timothy J. Hollwood,1994,1,[]
Timothy R. Klassen,1992,2,[]
Ting-Liang Zhuang,2002,1,[]
Tjark Tjin,1992,3,[]
Tobias Hurth,1994,9,"['MPI Munich', 'ITP SUNY Stony Brook']"
Toby Wiseman,2000,2,[]
Todor L. Boyadjiev,2001,1,[]
Todor Popov,2001,1,[]
Tohru Eguchi,1993,21,"['ITP, Santa Barbara,Phys. Dept., Univ. of Tokyo', 'Tokyo', 'Univ. of Tokyo, Phys. Dept.', 'Dept. of Physics, Univ. of Tokyo, Tokyo, Japan']"
Tom Adawi,1997,2,[]
Tom Banks,1995,25,['Rutgers U.']
Tom D. Imbo,1992,5,[]
Tom Graber,2001,1,[]
Tom H. Koornwinder,1993,3,[]
Tom Imbo,2003,2,[]
Tom Kingaby,2002,2,[]
Tom Lada,1992,2,[]
Tom Weidig,1998,4,"['Centre for Particle Theory, University of Durham', 'Centre for Particle Theory, University of Durham, UK', 'UMIST, UK']"
Tomas Dolezel,2000,2,[]
Tomas Gomez,2000,1,[]
Tomas Ortin,1992,29,"['CERN', 'IFT-UAM/CSIC', 'Queen Mary,Westfield College']"
Tomas Sykora,1997,3,"['Charles University, Prague']"
Tomasz Brzezinski,1992,9,[]
Tomasz Maslowski,1997,3,[]
Tomasz R. Taylor,1999,2,[]
Tomasz Radozycki,1997,3,[]
Tomasz Rog,1996,1,[]
Tomasz Romanczukiewicz,2003,1,[]
Tomislav Ivezic,2002,2,[]
Tomislav Prokopec,2002,1,[]
Tomoaki Mukai,1998,1,[]
Tomoaki Nagasawa,2002,1,[]
Tomoharu Okada,1996,1,[]
Tomohide Terasoma,1993,1,[]
Tomohiko Sakaguchi,2002,2,['Kyushu Univ.']
Tomohiko Shibuya,2002,1,[]
Tomohiko Takahashi,1995,12,"['Univ. of Tokyo', ""Nara Women's U""]"
Tomohiro Hotta,1998,1,['Univ. of Tokyo']
Tomohiro Inagaki,1995,3,['Kobe University']
Tomohiro Matsuda,1995,2,[]
Tomoi Koide,2001,1,[]
Tomoki Nakanishi,1992,3,[]
Tomoko Kadoyoshi,1997,4,[]
Tomoko Uesugi,2003,1,[]
Tomomi Ishikawa,2001,3,[]
Tomomi Muto,1994,8,[]
Tomotada Ohtsuki,1992,1,[]
Tomoyasu Ichihara,1995,1,[]
Tomoyuki Fujita,2001,2,[]
Tomoyuki Inui,1994,1,[]
Tomy Scaria,2000,4,[]
Tonatiuh Matos,1994,6,"['CINVESTAV-Mexico', 'Ifm, UMSNH', 'CINVESTAV, Mexico']"
Tonguc Rador,2002,2,[]
Tongucc Rador,2002,1,[]
Toni Mateos,2000,7,[]
Toni Ramirez,2002,2,[]
Tonnis A. Ter Veldhuis,1995,3,['Vanderbilt University']
Tonnis Ter Veldhuis,2000,1,[]
Tony Gherghetta,2000,9,[]
Tony Pantev,1997,9,['UPenn']
Topi Karki,1995,2,[]
Toru Ebihara,1994,1,[]
Toru Sasaki,1997,7,"['Univ. of Hokkaido, Phys. Dept.', 'U. of Hokkaido']"
Toshiaki Aida,1995,2,[]
Toshiaki Kaneko,1994,1,[]
Toshiaki Tanaka,2001,6,[]
Toshiharu Samura,1994,1,[]
Toshihico Arimitsu,1998,1,[]
Toshihiro Matsuo,1999,1,[]
Toshihiro Sasada,1993,3,[]
Toshiki Isse,1992,2,[]
Toshiki Nakashima,1992,2,[]
Toshiki Shimbori,2000,1,[]
Toshinao Akuzawa,1998,1,[]
Toshio Nakatsu,1992,14,"['Ritsumeikan University', 'Osaka Univ.']"
Toshiro Sato,1995,1,[]
Toshiya Kawai,1992,10,"['RIMS, Kyoto University']"
Toshiya Suzuki,1995,4,"['Hokkaido U.', 'Hokkaido University']"
Toshiyuki Harano,1994,8,[]
Toshiyuki Okubo,2002,1,['Nagoya U.']
Toyohiro Tsurumaru,1999,2,[]
Toyoki Matsuyama,1998,5,[]
Tristan Hubsch,1993,10,[]
Troels Harmark,1998,8,"['Harvard U', 'Niels Bohr Institute']"
Tsao Chang,2000,1,[]
Tsippy R. Mendelson,1999,1,[]
Tsou Sheung Tsun,1993,5,[]
Tsuguhiko Asakawa,1998,6,[]
Tsukasa Tada,1993,5,['KEK']
Tsunehide Kuroki,1996,8,[]
Tsunehiro Kobayashi,1999,2,[]
Tsuneo Uematsu,1992,7,[]
Tsutomu Horiguchi,1992,1,[]
Tsuyoshi Sakata,2002,1,[]
Tsvi Piran,1993,3,[]
Tu-Nan Ruan,2003,1,[]
Tuan A. Tran,2001,4,"['Texas A,M University', 'Texas A,M']"
Tudor Ratiu,1996,1,[]
Tyutin I. V,1995,1,[]
Tze-Dan Chung,1993,4,[]
Tzihong Chiueh,2001,2,[]
Tzuu-Kang Chyi,1999,1,[]
U. A. Wiedemann,1994,2,[]
U. A. Yajnik,2002,2,['2']
U. Aglietti,1996,1,[]
U. Bruzzo,1992,3,[]
U. D. Jentschura,2000,2,[]
U. De Freitas,2002,1,[]
U. Ellwanger,1995,11,['LPT Orsay']
U. F. Wichoski,2003,1,[]
U. Feichtinger,1996,1,[]
U. G. Mitreuter,1996,2,[]
U. Gran,2002,3,[]
U. Guenther,2002,2,[]
U. Gursoy,1999,2,[]
U. H. Danielsson,1997,2,[]
U. Harder,1994,1,[]
U. Heinz,1996,3,['Uni. of Regensburg']
U. J. Quaade,1995,1,[]
U. Kayserilioglu,2002,2,[]
U. Kraemmer,1997,1,[]
U. Lindstrom,1992,20,['Stockholm']
U. Magnea,1996,3,[]
U. Moschella,1999,3,[]
U. P. Sukhatme,1992,2,[]
U. Ray,1996,1,[]
U. Ritschel,1994,1,[]
U. Schaeper,1992,3,[]
U. Schaper,1992,1,[]
U. Sukhatme,1993,6,[]
U. Theis,1997,4,"['Institut fuer Theoretische Physik, Universitaet Hannover']"
U. Trittmann,1997,17,"['Ohio State University', 'MPI Kernphysik, Heidelberg, Germany']"
U. Varadarajan,2001,2,[]
U.-J. Wiese,1997,3,[]
Uchida Gen,2001,2,[]
Uday P. Sukhatme,1993,7,['University of Illinois at Chicago']
Uday Sukhatme,1994,1,[]
Uday Varadarajan,2000,4,['Berkeley']
Ugo Bruzzo,2000,2,[]
Ugo Moschella,1999,2,[]
Ulf Gran,1997,12,[]
Ulf H. Danielsson,1992,29,[]
Ulf Lindstrom,1993,26,['Stockholm U']
Ulf S. Nilsson,1999,1,['3']
Ulf. Jasper,1997,2,[]
Ulrich Bunke,1994,1,[]
Ulrich D. Jentschura,2001,1,[]
Ulrich Ellwanger,1992,3,"['LPTHE, Orsay']"
Ulrich Heinz,1998,3,[]
Ulrich Meyer,1993,4,[]
Ulrich Quaade,1995,1,[]
Ulrich Theis,1997,9,"['Institut fuer Theoretische Physik, Universitaet Hannover']"
Ulrich W. Heinz,2002,1,[]
Ulrika Magnea,1999,2,[]
Ulrike Feichtinger,1999,1,[]
Umut Gursoy,1998,4,[]
Uni. Texas Dissertation,1994,1,[]
Urban M. Studer,1996,1,[]
Urjit A. Yajnik,2002,1,[]
Urs M. Heller,1997,2,[]
Urs Walther,1998,1,[]
Ursula Carow-Watamura,1993,4,[]
Ut-Diss-1994,1994,1,[]
Uwe Grimm,1993,8,"['The Open University, Milton Keynes', 'OU, Milton Keynes']"
Uwe Mueller,1995,3,['Mainz']
Uwe Muller,1997,2,[]
Uwe Ritschel,1993,1,[]
Uwe Sassenberg,1995,1,[]
Uwe Trittmann,1997,8,"['Max-Planck-Institut fuer Kernphysik, Heidelberg']"
Uzi Paz,1993,1,[]
V A Sirota,1997,2,['Lebedev Physics Institute']
V Fridkin,1996,1,[]
V Z Enolskii,1994,2,[]
V. A. Belinski,2002,1,[]
V. A. Belinskii,1999,2,[]
V. A. De Lorenci,1996,4,[]
V. A. Dolgushev,1999,7,['1']
V. A. Fateev,1994,8,"['Laboratoire de Physique Mathematique, Universite Montpellier II, Montpellier, France,Landau Institute for Theoretical Physics, Moscow, Russia', '1,2']"
V. A. Franke,1997,9,[]
V. A. Gani,1999,3,[]
V. A. Ivanova,2001,1,[]
V. A. Karmanov,2000,8,[]
V. A. Kazakov,1992,10,[]
V. A. Krykhtin,1994,5,[]
V. A. Kudryavtsev,1994,4,['Petersburg Nuclear Physics Institute']
V. A. Kushnir,1997,1,[]
V. A. Lensky,2001,1,[]
V. A. Miransky,1994,7,[]
V. A. Mironov,1994,1,[]
V. A. Nechitailo,1995,1,[]
V. A. Rubakov,1995,13,"['INR, Moscow']"
V. A. Slobodenyuk,1994,6,"['Ulyanovsk State University, Ulyanovsk, Russia', 'Ulyanovsk State Univ., Ulyanovsk, Russia']"
V. A. Smirnov,1994,5,[]
V. A. Soroka,1995,6,[]
V. A. Tsokur,1994,6,[]
V. A. Ulkov,1998,2,[]
V. Abramov,1996,1,[]
V. Akulov,1998,3,[]
V. Alan Kostelecky,1993,3,[]
V. Aldaya,1994,24,[]
V. Azcoiti,1999,1,[]
V. B. Bezerra,2000,8,"['UFPB', 'UFPb']"
V. B. Derjagin,1996,1,[]
V. B. Kopeliovich,1996,6,"['Moscow, INR', 'INR, Moscow, Russia']"
V. B. Kuznetsov,1993,6,[]
V. B. Petkova,1992,18,[]
V. B. Tlyachev,2000,2,['U. of Tomsk']
V. B. Tverskoy,2001,1,[]
V. Balasubramanian,1997,3,[]
V. Bardek,1993,7,[]
V. Bazhanov,1994,4,[]
V. Berezovoj,1995,1,[]
V. Bonservizi,1992,2,[]
V. Bozza,2001,3,[]
V. Branchina,1996,4,[]
V. Braun,2000,2,[]
V. Brazhnikov,1997,1,[]
V. Brindejonc,1995,1,[]
V. C. De Andrade,1998,2,[]
V. C. Kuriakose,2000,2,[]
V. Calian,2000,3,[]
V. Cardenas,1998,1,[]
V. Ch. Zhukovsky,1997,9,[]
V. Chari,1994,4,[]
V. Chikalov,1992,1,[]
V. Cirigliano,1997,1,[]
V. D. Dzhunushaliev,1995,2,[]
V. D. Gershun,2001,2,[]
V. D. Ivashchuk,1995,24,[]
V. D. Lyakhovsky,1994,3,['Sankt-Petersburg Univ.']
V. D. Mur,1999,4,[]
V. D. Pershin,1993,14,[]
V. D. Skarzhinsky,1997,4,[]
V. D. Tsukanov,1998,2,[]
V. De La Incera,1995,4,['SUNY at Fredonia']
V. Demchik,1999,1,['U.Dniepropetrovsk']
V. Dmitrasinovic,1999,3,[]
V. Dmitrav Sinovi C,1994,1,[]
V. Dotsenko,1993,1,[]
V. Dzhunushaliev,1996,12,[]
V. E. Didenko,2003,1,[]
V. E. Korepin,1992,11,"['State University of New York, Stony Brook, USA', 'YITP, State University of New York at Stony Brook']"
V. E. Kuzmichev,2000,2,[]
V. E. Markushin,1996,1,"['Paul Scherrer Institute, Switzerland']"
V. E. R. Lemes,1995,21,[]
V. E. Rochev,1995,8,[]
V. Elias,1996,3,['University of Western Ontario']
V. Elkonin,1994,2,[]
V. F Muller,1994,1,[]
V. F. Kovalev,1997,1,[]
V. F. Mueller,1999,1,['Universitaet Kaiserslautern']
V. F. Mukhanov,1995,3,[]
V. Faraoni,2001,3,['University of Northern British Columbia']
V. Fateev,1997,4,['Montpellier']
V. Filev,2003,1,[]
V. Fock,1999,1,[]
V. Fridkin,1999,1,"['RIMS, Kyoto']"
V. Frolov,1995,13,[]
V. G. Bagrov,1994,4,['U. of Tomsk']
V. G. C. S. Dos Santos,2002,1,[]
V. G. Ivanov,1998,2,[]
V. G. J. Rodgers,1992,15,[]
V. G. Kac,1993,3,['MIT']
V. G. Kiselev,1997,2,"['Institute of Medicine, Research Centre Juelich, Germany']"
V. G. Kovalevich,1996,1,['Minsk']
V. G. Ksenzov,1994,4,[]
V. G. Zima,1994,5,[]
V. Gabay,1993,1,[]
V. Gomes Lima,2002,1,[]
V. Gorini,2000,1,[]
V. Grassi,1998,1,[]
V. Gribanov,1994,2,[]
V. Gurarie,1993,5,[]
V. Hubeny,2000,1,[]
V. Husain,1993,2,[]
V. I. Berezhiani,1996,1,['2']
V. I. Fernandez,1996,3,[]
V. I. Inozemtsev,2001,5,[]
V. I. Kuvshinov,2002,2,[]
V. I. Manko,1992,22,[]
V. I. Manko G. Marmo,1992,1,[]
V. I. Matveev,1995,1,[]
V. I. Ritus,1998,3,[]
V. I. Shevchenko,1997,4,[]
V. I. Smirichinski,1998,4,[]
V. I. Tkach,1998,12,[]
V. I. Yasnov,1996,1,[]
V. I. Zakharov,1998,8,[]
V. J. Menon,2000,1,[]
V. John,1992,5,[]
V. Juricic,2002,1,[]
V. K. Dobrev,1992,7,[]
V. K. Kharchenko,1993,1,[]
V. Kac,1994,1,[]
V. Kaplunovsky,1994,4,['Austin']
V. Karimipour,1993,5,[]
V. Kazakov,1992,2,[]
V. Khemani,2002,3,[]
V. Korepin,1996,3,[]
V. L. Campos,2001,1,[]
V. L. Chernyak,2002,1,[]
V. L. Vereschagin,1994,3,[]
V. Latora,2000,1,[]
V. Lemes,1995,1,[]
V. Linke,1997,1,[]
V. Lysov,2002,1,[]
V. M. Buchstaber,1994,2,[]
V. M. Leviant,1996,4,[]
V. M. Mostepanenko,1997,1,['Joao Pessoa/St.Petersburg']
V. M. Simulik,2002,1,[]
V. M. Ter--Antonyan,1995,2,[]
V. M. Ter-Antonyan,1996,4,[]
V. M. Villanueva,1995,2,[]
V. Marotta,1994,3,['Univ. of Naples']
V. Mathai,2000,3,"['1,2']"
V. Milani,1994,2,[]
V. Mohta,1999,1,[]
V. Montalbano,1994,1,[]
V. Moretti,1995,4,"['Dept. Phys. Univ. Trento Italy,INFN', 'ECT*,Trento University']"
V. Mostepanenko,1999,1,[]
V. Mukhanov,1993,6,['ETH Zuerich']
V. N. Baier,1996,1,[]
V. N. Marachevsky,1998,1,[]
V. N. Melnikov,1995,16,[]
V. N. Pervushin,1995,14,"['JINR, Dubna']"
V. N. Plechko,1996,3,['Bogoliubov Lab Dubna']
V. N. Shadura,1995,4,"['E-mail: abugrij@gluk.apc.org', 'Bogoliubov Institute for Theoretical Physics, Kiev, Ukraine']"
V. N. Stibunov,2002,1,['Nuclear Physics Institute at Tomsk Polytechnical University']
V. N. Tolstoy,1994,2,"['Institute of Nuclear Physics, Moscow State University']"
V. N. Zaikin,2000,1,[]
V. Narayanan,1995,1,[]
V. Nechitailo,1993,1,[]
V. O. Rivelles,1992,12,[]
V. Ogievetsky,1992,11,[]
V. Ovsienko,1994,3,[]
V. P. Akulov,1998,4,"['CCNY, New York']"
V. P. Frolov,1995,12,['Univ. of Alberta']
V. P. Gerdt,2002,2,[]
V. P. Gusynin,1992,9,['Bogolyubov Institute for Theoretical Physics']
V. P. Maslov,1997,4,[]
V. P. Nair,1992,37,"['Physics Dept., CCNY', 'CUNY', 'City College of New York']"
V. P. Neznamov,2003,1,[]
V. P. Poponin,2000,1,[]
V. P. Shelest,1998,1,[]
V. P. Spiridonov,1993,2,[]
V. Pascalutsa,2000,1,[]
V. Pasquier,1993,8,"['CEA/Saclay, SPhT, France']"
V. Paturyan,2000,2,[]
V. Periwal,1992,5,[]
V. Pervushin,1994,5,[]
V. Pestun,2002,2,[]
V. Petkova,1998,1,[]
V. Popkov,2002,1,[]
V. Preuss,1993,1,[]
V. Putz,2000,7,[]
V. R. Khalilov,1998,2,[]
V. R. Manfredi,1994,3,[]
V. R. Zoller,1994,1,"['1,3']"
V. Radovanovic,1994,5,"['Faculty of Physics, University of Belgrade, Yugoslavia']"
V. Ravishankar,1996,1,"['Dept. of physics Indian Institute of Technology, Kanpur']"
V. Rittenberg,1993,3,[]
V. Riva,2001,1,[]
V. Rivasseau,1994,3,"['Centre de Physique Theorique, CNRS UPR, Ecole Polytechnique, France']"
V. Rubtsov,1993,6,[]
V. Rychkov,2000,1,[]
V. S. Alves,1998,6,[]
V. S. Dotsenko,1994,1,[]
V. S. Fadin,1994,1,[]
V. S. Kapitonov,1995,1,[]
V. S. Kaplunovsky,2001,1,[]
V. S. Retakh,1994,1,[]
V. S. Rychkov,2000,1,[]
V. S. V. Varadarajan,1998,1,[]
V. S. Varadarajan,2000,2,[]
V. Sadov,1993,9,[]
V. Sahakian,1998,3,[]
V. Schechtman,1994,1,[]
V. Schechtman.,1994,1,[]
V. Schomerus,1994,13,['Hamburg']
V. Schulte-Frohlinde,1995,1,"['Freie Universit""at Berlin']"
V. Shpytko,1998,1,[]
V. Silva Santos,2002,1,[]
V. Skalozub,1999,5,[]
V. Soni,1992,4,"['NPL, New Delhi']"
V. Soucek,1993,1,[]
V. Spiridonov,1992,5,[]
V. Srinivasan,1996,3,[]
V. Suneeta,2002,2,[]
V. Talamini,1995,1,[]
V. Tarasov,1994,1,[]
V. Ter-Antonian,1994,1,[]
V. Ter-Antonyan,1996,1,[]
V. Terras,1999,5,[]
V. Tretyak,1998,4,"['Inst. for Cond. Matt. Phys.', 'Institute for Condensed Matter Physics']"
V. Ts. Gurovich,1996,1,[]
V. V. Arkhipov,1998,1,[]
V. V. Bazhanov,1992,6,['ANU']
V. V. Chitov,1996,2,[]
V. V. Dmitrieva,1994,1,[]
V. V. Dodonov,1993,6,[]
V. V. Dyadichev,2000,6,[]
V. V. Fock,1993,1,[]
V. V. Khoze,1996,17,['Durham']
V. V. Khruschev,2002,1,['1']
V. V. Khudyakov,1998,2,[]
V. V. Kuratov,2001,4,[]
V. V. Kuzmichev,2000,2,['Bogolyubov Institute for Theoretical Physics']
V. V. Mangazeev,1993,5,[]
V. V. Melezhik,1994,1,[]
V. V. Mkhitaryan,1999,2,[]
V. V. Nesterenko,1993,30,"['Bogoliubov Laboratory of Theoretical Physics, Joint Institute for Nuclear Research, Dubna, Russia', 'Joint Institute for Nuclear Research, Russia']"
V. V. Papoyan,1998,1,[]
V. V. Pustovalov,1997,1,[]
V. V. Skalozub,1995,2,[]
V. V. Sreedhar,1994,9,[]
V. V. Talanov,1995,1,[]
V. V. Tugai,1996,2,['Scientific Center of Physical Technologies']
V. V. Vlasov,1996,1,[]
V. V. Zhytnikov,1994,2,[]
V. Varela,1998,1,[]
V. Vento,1994,1,[]
V. Vereshagin,2003,1,['2']
V. Ya Linetsky,1992,1,[]
V. Ya. Fainberg,1992,6,[]
V. Ya. Linetsky,1992,1,[]
V. Yasnov,2000,1,[]
V. Yu. Ovsienko,1994,1,[]
V. Yu. Petrov,1995,1,[]
V. Z. Enolskii,1993,3,[]
V. Zamarias,2002,2,[]
V. Zarikas,2002,1,['4']
V. Zhukovskii,2001,1,[]
V. Zima,1998,1,[]
V.-B. K. Rogov,1993,1,[]
Vad. Yu. Zeitlin,1997,1,['Lebedev Physical Institute']
Vadim A. Brazhnikov,1996,2,[]
Vadim B. Kuznetsov,1993,3,[]
Vadim Borokhov,2002,4,[]
Vadim Kaplunovsky,1992,6,[]
Vadim R. Kudashev,1998,1,[]
Vadim S. Kaplunovsky,1996,4,['University of Texas']
Vadim Schechtman,1994,1,[]
Vadim V. Varlamov,1997,3,[]
Vadim Zeitlin,1994,6,"['Lebedev Physical Institute', 'Lebedev Phys. Inst.']"
Vahid Karimipour,1993,7,"['Sharif University of Technology, Tehran, Iran']"
Vahid Rezania,2000,1,['IASBS']
Vakif K. Onemli,2000,3,[]
Valentin Lychagin,1994,1,[]
Valentin V. Khoze,1999,21,[]
Valentina B. Petkova,1999,1,[]
Valentina Petkova,2001,1,[]
Valentina Riva,2001,2,[]
Valeri Dvoeglazov,1994,2,['Universidad Autonoma de Zacatecas']
Valeri Frolov,1994,5,[]
Valeri P. Frolov,2003,1,[]
Valeri V. Dolotin,1997,1,[]
Valeri V. Dvoeglazov,1993,41,"[""Zacatecas University, M\\'exico"", ""Zacatecas U., M\\'exico"", 'Universidad de Zacatecas', 'Escuela de Fisica, UAZ', 'U. A. de Zacatecas', 'Zacatecas U., Mexico', 'Universidad Autonoma de Zacatecas, Mexico', 'Zacatecas University', ""Universidad Aut\\'onoma de Zacatecas, Mexico"", ""Universidad Aut\\'onoma de Zacatecas"", 'Universidad Autonoma de Zacatecas']"
Valerij N. Tolstoy,1993,1,"[""Dept. de Physique Theorique, Universit\\'{e} de Geneve""]"
Valerio Bozza,2000,1,[]
Valerio Faraoni,2000,1,[]
Valeriy N. Tolstoy,1994,3,['Moscow State University']
Valery A. Kholodnyi,1994,1,[]
Valery A. Rubakov,1995,5,[]
Valery Marachevsky,1999,1,[]
Valery N. Marachevsky,1999,3,[]
Valery P. Frolov,1993,1,[]
Valery P. Karassiov,1994,1,[]
Valle Basagoiti,1993,1,[]
Valter Moretti,1995,7,"['Phys. Dept. Trento Univ. Italy', 'ECT*,Trento University', 'Phys. Dept. Trento University', 'Trento University']"
Van De Sande,1992,1,[]
Van M. Savage,1999,1,[]
Vanicson L. Campos,2000,6,[]
Varghese John,1993,2,[]
Varghese Mathai,2002,1,[]
Vasilios Zarikas,1999,1,[]
Vasilis Niarchos,2000,4,[]
Vasily E. Tarasov,1994,3,['tarasov@theory.npi.msu.su']
Vasily Pestun,2001,2,"['ITEP, Moscow']"
Vassilios Kovanis,1993,1,[]
Vatche Sahakian,1997,11,[]
Velimir Bardek,1998,3,[]
Verena Schoen,2000,2,[]
Verena Schon,2000,1,[]
Veronica Sanz,2002,1,[]
Veronika E Hubeny,2002,1,[]
Veronika E. Hubeny,1999,8,[]
Veronique Terras,2002,1,[]
Vi Ctor Aldaya,1996,1,"['Granada U., Valencia U.']"
Vicente Azcoiti,1995,2,[]
Vicente Cortes,2001,2,[]
Vicente Di Clemente,2001,1,[]
Vicente Pleitez,1995,1,[]
Victor A. Matveev,1998,3,"['INR, Moscow']"
Victor Chernyak,1998,2,[]
Victor Dannon,2000,1,[]
Victor G. Kac,1993,5,[]
Victor Galan-Gonzalez,1998,1,['Imperial College']
Victor Kac,1995,2,['MIT']
Victor Laliena,1995,1,[]
Victor M. Villalba,1993,8,[]
Victor M. Villanueva,1999,2,"['Michoacan University, Mexico', 'Univ. Michoacan, Mexico']"
Victor M. Villanueva Sandoval,2003,1,[]
Victor O. Rivelles,1992,21,[]
Victor Pervushin,2000,4,[]
Victor Petrov,1996,6,"['St. Peterburg NPI', 'NORDITA,St.Petersburg NPI', 'St. Petersburg NPI']"
Victor T. Kim,1999,2,"['PNPI, St.Petersburg , IITAP, Ames', 'PNPI, St.Petersburg , CERN, Geneva']"
Victor T. Kim Grigorii B. Pivovarov,1996,1,"['IITAP, Ames,PNPI, St.Petersburg']"
Victor Tapia,1993,1,[]
Victor Weir,2000,1,[]
Victoria Fernandez,1999,1,[]
Vidyut Jain,1992,4,[]
Vijay Balasubramanian,1995,28,"['Princeton University', 'Harvard U.']"
Vikram Vyas,2000,2,[]
Viktor Abramov,1996,2,"['University of Tartu, Estonia']"
Viktor Dotsenko,1995,2,[]
Viktoria Malyshenko,1997,1,[]
Vilson T. Zanchin,1995,2,"['Universidade de Santa Maria, Rio Grande do Sul, Brazil']"
Vincent Bouchard,2003,1,[]
Vincent Hakim,1995,1,[]
Vincent Moulton,1994,1,[]
Vincent Pasquier,1995,1,[]
Vincenzo Branchina,1994,5,[]
Vincenzo Marotta,1996,3,[]
Vineer Bhansali,1992,1,[]
Vipul Periwal,1992,37,['Princeton University']
Viqar Husain,1992,9,['Univ. of British Columbia']
Virendra Singh,1994,1,[]
Virginia Manias,1995,1,[]
Vishnu Jejjala,2000,6,[]
Vitalij N. Shadura,1996,3,"['Bogolyubov Institute for Theoretical Physics, Kiev']"
Vitaly Tarasov,1992,5,[]
Vitor Cardoso,2001,4,[]
Vitor Lemes,1994,1,[]
Vittorio Barone Adesi,2001,1,[]
Vittorio De Alfaro,1997,2,['University of Torino']
Vittorio De Alfaro Alexandre T. Filippov,1998,1,['Univ. Torino']
Vittorio Gorini,1995,2,[]
Vivian De La Incera,1996,5,['SUNY']
Vl. S Dotsenko,1995,1,[]
Vl. S. Dotsenko,1992,2,[]
Vladimir A. Kazakov,1993,14,"['ENS, Paris']"
Vladimir Dotsenko,1994,6,[]
Vladimir Dyadichev,2000,1,[]
Vladimir Dzhunushaliev,1996,4,[]
